confidence,id,metadata,source_id,target_id,type
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 71}",the Global Alliance,80,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 97}",the Global Alliance,EU,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 7}",the European Commission,80,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 33}",the European Commission,EU,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 43}",the European Commission,States,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 64}",the European Commission,third,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 24}",80,EU,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 34}",80,States,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 55}",80,third,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 8}",EU,States,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",EU,EU,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 29}",EU,third,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",States,EU,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 15}",States,third,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=754,4,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=754,754,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",4,754,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 53}",Colombia,Europe,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,419,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 86}",18,3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,373,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 23}",Sweden,Europe,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 87}",Europe,3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,393,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 35}",today,The Impact of Robotics and Unmanned Systems on Law Enforcement,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 26}",The Impact of Robotics and Unmanned Systems on Law Enforcement,the Europol Innovation Lab,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,331,related_to
0.7,,"{""extraction_method"": ""pattern"", ""pattern"": ""(?P<subject>(?:the\\ EU\\ Charter\\ of\\ Fundamental\\ Rights|Home\\ Affairs\\ Agencies|Jurgen\\ Ebner|Governance|EU\\ Justice|Vienna|Heads|25th|403|EU|2))\\s+in\\s+(?P<object>(?:the\\ EU\\ Charter\\ of\\ Fundamental\\ Rights|Home\\ Affairs\\ Agencies|Jurgen\\ Ebner|Governance|EU\\ Justice|Vienna|Heads|25th|403|EU|2))""}",Home Affairs Agencies,Vienna,located_in
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",2025,European,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 81}",2025,today,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 62}",European,today,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",today,5,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",5,715,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",last month,earlier this week,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 48}",last month,years,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 26}",earlier this week,years,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",years,Europe,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 95}",Europe,2,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,425,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",Sweden,Spain,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",Sweden,between 28 and 29 November,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 91}",Sweden,Stockholm,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 1}",Spain,between 28 and 29 November,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 81}",Spain,Stockholm,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 54}",between 28 and 29 November,Stockholm,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",Sweden,Nordic,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,485,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",Chunk(text='KrebsOnSecurity.com,16th,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 33}",Chunk(text='KrebsOnSecurity.com,today,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 13}",16th,today,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 65}",this past year,days,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 74}",days,2025,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",4,430,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 64}",Trump,this past year,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,473,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,351,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 23}",today,at least 56,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 57}",today,Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 23}",at least 56,Windows,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 90}",at least 56,Tuesday,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 60}",Windows,Tuesday,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 71}",Windows,2025,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 88}",Windows,zero-day,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",Tuesday,2025,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 21}",Tuesday,zero-day,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 78}",Tuesday,two,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 13}",2025,zero-day,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 70}",2025,two,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 49}",zero-day,two,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,263,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 53}","Chunk(text=""A",Google Ads,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 83}","Chunk(text=""A",nearly $25 million,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 20}",Google Ads,nearly $25 million,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 79}",Google Ads,Kremlin,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 41}",nearly $25 million,Kremlin,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 74}",nearly $25 million,Russian,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 26}",Kremlin,Russian,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 63}",Kremlin,Russia,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",Kremlin,Ukraine,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 95}",Kremlin,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 30}",Russian,Russia,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 51}",Russian,Ukraine,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 62}",Russian,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 77}",Russian,end_index=242,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 15}",Russia,Ukraine,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 26}",Russia,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 41}",Russia,end_index=242,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",Ukraine,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 19}",Ukraine,end_index=242,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",Ukraine,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",start_index=0,end_index=242,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 67}",start_index=0,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,242,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=242,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=242,242,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,242,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",Apple,Google,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 71}",Apple,SMS,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 60}",Google,SMS,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,478,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 27}",Scattered LAPSUS$ Hunters,this year,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 87}",Scattered LAPSUS$ Hunters,dozens,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 51}",this year,dozens,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 73}",dozens,Rey,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 85}",Rey,Earlier this week,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",Earlier this week,Rey,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 72}",Earlier this week,KrebsOnSecurity,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 67}",Rey,KrebsOnSecurity,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,476,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",Superbox,BestBuy,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 64}",Superbox,Walmart,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",BestBuy,Walmart,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 67}",BestBuy,"more than 2,200",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 55}",Walmart,"more than 2,200",related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 42}","more than 2,200",Netflix,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 51}","more than 2,200",ESPN,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 76}","more than 2,200",one,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 92}","more than 2,200",around $400,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",Netflix,ESPN,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 27}",Netflix,one,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 43}",Netflix,around $400,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 21}",ESPN,one,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 37}",ESPN,around $400,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 13}",one,around $400,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 67}",start_index=0,2,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,509,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,509,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",March 2024,Mozilla,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 48}",Firefox,hundreds,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 89}",Firefox,KrebsOnSecurity,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 33}",hundreds,KrebsOnSecurity,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 58}",hundreds,Onerep,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 87}",hundreds,dozens,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 10}",KrebsOnSecurity,Onerep,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 39}",KrebsOnSecurity,dozens,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 23}",Onerep,dozens,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 86}",Onerep,at least one,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 57}",dozens,at least one,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 79}",dozens,Sixteen months later,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 10}",at least one,Sixteen months later,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 41}",at least one,Mozilla,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 76}",at least one,This week,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 11}",Sixteen months later,Mozilla,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 46}",Sixteen months later,This week,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 98}",Sixteen months later,Onerep,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 28}",Mozilla,This week,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 39}",Mozilla,Mozilla,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 80}",Mozilla,Onerep,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",This week,Mozilla,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 43}",This week,Onerep,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 70}",This week,next month,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",This week,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 99}",This week,end_index=520,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 61}",Mozilla,next month,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 75}",Mozilla,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 90}",Mozilla,end_index=520,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 21}",Onerep,next month,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 35}",Onerep,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 50}",Onerep,end_index=520,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",next month,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 19}",next month,end_index=520,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",next month,3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",start_index=0,end_index=520,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 67}",start_index=0,3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,520,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=520,3,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=520,520,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,520,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",Cloudflare,Tuesday,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 91}",Cloudflare,Cloudflare,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 80}",Tuesday,Cloudflare,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 57}",Cloudflare,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,458,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",3,458,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,196,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",6,902,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",6,923,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,286,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 57}",Italian,france,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 43}",france,italian,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,254,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 1}",ten,AI,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 24}",ten,Claude,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 32}",ten,Gemini,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 40}",ten,Microsoft Copilot,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 71}",ten,DeepSeek,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 81}",ten,Grok,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 93}",ten,Meta AI.</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 21}",AI,Claude,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 29}",AI,Gemini,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 37}",AI,Microsoft Copilot,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 68}",AI,DeepSeek,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 78}",AI,Grok,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 90}",AI,Meta AI.</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",Claude,Gemini,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 10}",Claude,Microsoft Copilot,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 41}",Claude,DeepSeek,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 51}",Claude,Grok,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 63}",Claude,Meta AI.</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",Gemini,Microsoft Copilot,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 33}",Gemini,DeepSeek,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 43}",Gemini,Grok,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 55}",Gemini,Meta AI.</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 14}",Microsoft Copilot,DeepSeek,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 24}",Microsoft Copilot,Grok,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 36}",Microsoft Copilot,Meta AI.</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",DeepSeek,Grok,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 14}",DeepSeek,Meta AI.</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 87}",DeepSeek,8220;executor&#8221,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 8}",Grok,Meta AI.</p>\n,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 81}",Grok,8220;executor&#8221,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 59}",Meta AI.</p>\n,8220;executor&#8221,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",4,870,related_to
0.8,,"{""extraction_method"": ""dependency"", ""dependency_path"": ""ROOT -> ... -> pobj""}",The Danish Defence Intelligence Service,Thursday,announce
0.8,,"{""extraction_method"": ""dependency"", ""dependency_path"": ""ccomp -> ... -> pobj""}",Moscow,2024,be
0.8,,"{""extraction_method"": ""dependency"", ""dependency_path"": ""ROOT -> ... -> dobj""}",Microsoft,Active Directory,upgrade
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=454,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=454,454,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,454,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 41}",Andreessen Horowitz,at least hundreds,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 62}",Andreessen Horowitz,AI,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",at least hundreds,AI,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",4,902,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,466,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,176,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,176,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 35}",Salt Typhoon,React2Shell,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",React2Shell,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,132,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,181,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 29}",AI,2026,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,137,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,140,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 2}",start_index=0,end_index=143,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,143,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 52}",end_index=143,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 69}",end_index=143,143,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,143,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 91}",ServiceNow,AI,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",AI,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,159,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 88}",North Korean,end_index=143,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",19,574,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 42}",19,$3 million,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 23}",574,$3 million,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,230,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 74}",WatchGuard,recent weeks,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",recent weeks,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,150,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 25}",Uzbekistan,Android,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 85}",Android,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,142,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,142,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 15}",one,five,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 39}",one,one,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 20}",five,one,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,112,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 9}",China,APT,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 32}",China,Group Policy,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 89}",China,Southeast Asia,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 20}",APT,Group Policy,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 77}",APT,Southeast Asia,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 96}",APT,Japan,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 45}",Group Policy,Southeast Asia,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 64}",Group Policy,Japan,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 5}",Southeast Asia,Japan,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 94}",Southeast Asia,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",Japan,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,123,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,171,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 34}","Chunk(text=""AI",today,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",2,216,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 55}",Korea,fish&quot,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,163,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 43}",SMA1000,zero-day,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 97}",SMA1000,earlier this year,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 46}",zero-day,earlier this year,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 67}",zero-day,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 4}",earlier this year,start_index=0,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",earlier this year,1,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,165,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,165,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 16}",1,168,related_to
0.6,,"{""extraction_method"": ""co_occurrence"", ""distance"": 84}",start_index=0,157,related_to
